,,,,,,,,#success,#errors,Bottom,ML,,Top,AL,,Ripple var,,,Input var,,,Comments,#electrode connector,,,,,,,,LabVIEW,,
,Date,path,Tank,time,Block,Task,channels,#success,#errors,1-32,33-64,65-96,1-32,33-64,65-96,1-32,33-64,65-96,1-32,33-64,65-96,,,,,,,,sorter STD,filter,,,
74,"February 12, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180212, ,3,VOC,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
75,"February 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180218, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,20 min STRF 2x10min,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
75,"February 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180218, ,2,noise,96,, ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,mod_noise_100,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
75,"February 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180218, ,3,voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,18 voc 5 reps random,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
75,"February 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180218,,4,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,20 min STRF 2x10min,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
76,"February 23, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180223, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,No aparent response in first trail,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
76,"February 23, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180223, ,2,noise,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
76,"February 23, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180223, ,2,noise,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
77,"February 28, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180228, ,1,Textures,96,163,175,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
77,"February 28, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180228, ,2,STRF,96,, ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
78,"March 26, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180326, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
78,"March 26, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180326, ,2,Textures,96,, ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,only normal sounds,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
78,"April 3, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180403, ,1,Textures,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,NS+texture,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
79,"April 17, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180417, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,int32,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
79,"April 17, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180417, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,float32,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
80,"May 1, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180501, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,int32,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
80,"May 1, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180501, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,float32,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
81,"May 21, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180521, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,"saved as SLY, need to change",32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
81,"May 21, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180521, ,2,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,float32,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
82,"May 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180524, ,4,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,Cannot save LFP ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
82,"May 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180524, ,5,Mod Noise 100,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
82,"May 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180524,,6,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k,,,d:\SpikeSortingPipeline\Tanks
82,"May 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180524,,7,Vocalizations,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k,,,d:\SpikeSortingPipeline\Tanks
82,"May 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180524,,8,Mod Noise 10 ,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ch 44xpz5,32,64,32,64,96,128,3.5,300-7k,,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
83,"May 29, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180529, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
83,"May 29, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180529, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
84,"June 6, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180606, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
84,"June 6, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180606, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,"Something odd at frist trial, on matlab side",32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
84,"June 6, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180606, ,3,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
85,"June 8, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180608, ,1,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
85,"June 8, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180608, ,2,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,"Something odd at frist trial, on matlab side",32,64,32,64,96,128,3.5,300-7k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
86,"June 15, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180615, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ground connector came out at trial 176,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
86,"June 15, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180615, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
86,"June 15, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180615, ,2,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
87,"June 19, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180619, ,3,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,"First 3 trials lost tdt crashed., block-1",32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
87,"June 19, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180619, ,4,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
88,"June 27, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180627, ,3,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
88,"June 27, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180627, ,4,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
89,"July 5, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180705, ,1,Texures,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k,Jul5_18,,d:\SpikeSortingPipeline\Tanks
89,"July 5, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180705, ,2,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ch70(from 128 amp)xpz2ch66,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
89,"July 5, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180705,,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
90,"July 20, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180720, ,1,Texures,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k,Jul20_18,,d:\SpikeSortingPipeline\Tanks
90,"July 20, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180720, ,2,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ch70(from 128 amp)xpz2ch66,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
90,"July 20, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180720,,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
90,"July 20, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180720,,4,clicks,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k,,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
91,"July 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180724, ,1,Texures,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,Started to move at trial 313,32,64,32,64,96,128,3.5,300-5k,Jul20_18,,d:\SpikeSortingPipeline\Tanks
91,"July 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180724, ,2,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
91,"July 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180724,,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
91,"July 24, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180724,,4,clicks,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k,,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
92,"August 2, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180802, ,5,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,electrode had to be a lot deeper,32,64,32,64,96,128,3.5,300-5k,Jul20_18,,d:\SpikeSortingPipeline\Tanks
92,"August 2, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180802, ,6,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
92,"August 2, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180802,,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
92,"August 2, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-180802,,4,clicks,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k,,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
93,"December 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-181218, ,1,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,First Recording with new probes, , ,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
93,"December 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-181218, ,2,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,Trying the local ref , , ,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
93,"December 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-181218,,4,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,with external ref,,,,,,,,,,,d:\SpikeSortingPipeline\Tanks
93,"December 18, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-181218,,5,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,changed to autocluster in tdt,,,,,,,,,,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
94,"December 21, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-181221,,4,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,,,,,,,,,,,d:\SpikeSortingPipeline\Tanks
94,"December 21, 2018",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-181221,,5,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,,,,,,,,,,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
95,"January 3, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190103, ,1,BAD,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, , , ,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
95,"January 3, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190103, ,2,BAD,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, , , ,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
95,"January 3, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190103,,3,BAD,64, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,,,,,,,,,,, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
96,"January 10, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190110, ,1,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,"Missed first 3 trials, ",32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
96,"January 10, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190110, ,2,BAD,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k,Jan16_19,,d:\SpikeSortingPipeline\Tanks
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k,Jan16_19,,d:\SpikeSortingPipeline\Tanks
97,"January 16, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190116, ,4,STRF slow,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"January 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190121, ,1,Texture,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k,Jan21_19,,d:\SpikeSortingPipeline\Tanks
98,"January 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190121, ,2,STRF,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2, ,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
98,"January 21, 2019",c:\users\scylla\Desktop\RZ2_192ch\DataTanks,SAM-190121, ,3,Voc,96, , ,RZ2-1,RZ2-1,RZ2-2,RZ2-2,RZ2-2,RZ2-2,xpz5,xpz5,xpz2,xpz2,xpz2,xpz2,ony 168 trials,32,64,32,64,96,128,3.5,300-5k, ,,d:\SpikeSortingPipeline\Tanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
